FMID,MarketName,street,city,County,State,zip,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,latitude,logitude
1009802,Tigard Farmers Market,8777 SW Burham Street,Tigard,Washington,Oregon,,,,,SUN: 9:00 AM-1:30 PM;,SUN: 9:00 AM-1:30 PM;,SUN: 9:00 AM-1:30 PM;,SUN: 9:00 AM-1:30 PM;,SUN: 9:00 AM-1:30 PM;,SUN: 9:00 AM-1:30 PM;,SUN: 9:00 AM-1:30 PM;,,,-122.76758999999998,45.426889
1002259,Tillamook Farmers' Market,2nd and Laurel Avenue,Tillamook,Tillamook,Oregon,97141,,,,,,SAT: 9:00 AM-2:00 PM;,SAT: 9:00 AM-2:00 PM;,SAT: 9:00 AM-2:00 PM;,SAT: 9:00 AM-2:00 PM;,,,,-123.84207190000001,45.4570544
1008365,Tilton Farmers' Market,120 Laconia Road,Tilton,Belknap,New Hampshire,03276,,,,,,FRI: 3:00 PM-7:00 PM;,FRI: 3:00 PM-7:00 PM;,FRI: 3:00 PM-7:00 PM;,FRI: 3:00 PM-7:00 PM;,,,,-71.562689,43.457789
1009623,Tilton Winter Farmers' Market,67 EaStreet Main Street,Tilton,Belknap,New Hampshire,03276,SAT: 10:00 AM-2:00 PM;,SAT: 10:00 AM-2:00 PM;,SAT: 10:00 AM-2:00 PM;,,,,,,,,,SAT: 10:00 AM-2:00 PM;,-71.575807,43.450027
1009754,Tishomingo County Farmers Market,1008 Battleground Drive,Iuka,Tishomingo,Mississippi,38852,,,,,,MON: 7:00 AM-7:00 PM;TUE: 7:00 AM-7:00 PM;WED: 7:00 AM-7:00 PM;THU: 7:00 AM-7:00 PM;FRI: 7:00 AM-7:00 PM;SAT: 7:00 AM-7:00 PM;,MON: 7:00 AM-7:00 PM;TUE: 7:00 AM-7:00 PM;WED: 7:00 AM-7:00 PM;THU: 7:00 AM-7:00 PM;FRI: 7:00 AM-7:00 PM;SAT: 7:00 AM-7:00 PM;,MON: 7:00 AM-7:00 PM;TUE: 7:00 AM-7:00 PM;WED: 7:00 AM-7:00 PM;THU: 7:00 AM-7:00 PM;FRI: 7:00 AM-7:00 PM;SAT: 7:00 AM-7:00 PM;,MON: 7:00 AM-7:00 PM;TUE: 7:00 AM-7:00 PM;WED: 7:00 AM-7:00 PM;THU: 7:00 AM-7:00 PM;FRI: 7:00 AM-7:00 PM;SAT: 7:00 AM-7:00 PM;,MON: 7:00 AM-7:00 PM;TUE: 7:00 AM-7:00 PM;WED: 7:00 AM-7:00 PM;THU: 7:00 AM-7:00 PM;FRI: 7:00 AM-7:00 PM;SAT: 7:00 AM-7:00 PM;,,,-88.202549,34.805196
1004291,Titusville Open-Air Market,Corner of S. Martin & Diamond Street,Titusville,Crawford,Pennsylvania,16354,,,,,,TUE: 9:00 AM-2:00 PM;SAT: 9:00 AM-2:00 PM;,TUE: 9:00 AM-2:00 PM;SAT: 9:00 AM-2:00 PM;,TUE: 9:00 AM-2:00 PM;SAT: 9:00 AM-2:00 PM;,TUE: 9:00 AM-2:00 PM;SAT: 9:00 AM-2:00 PM;,TUE: 9:00 AM-2:00 PM;SAT: 9:00 AM-2:00 PM;,,,-79.671438,41.626744
1012595,Tobin FarmArt Market,110 Auditorium Circle,San Antonio,Bexar,Texas,78205,MON: 4:00 PM-7:00 PM;,MON: 4:00 PM-7:00 PM;,MON: 4:00 PM-7:00 PM;,MON: 4:00 PM-7:00 PM;,MON: 4:00 PM-7:00 PM;,MON: 4:00 PM-7:00 PM;,MON: 4:00 PM-7:00 PM;,MON: 4:00 PM-7:00 PM;,MON: 4:00 PM-7:00 PM;,MON: 4:00 PM-7:00 PM;,MON: 4:00 PM-7:00 PM;,MON: 4:00 PM-7:00 PM;,-98.488822,29.43105
1008704,Todd County Farmer's Market,301 East Main Street,Elkton,Todd,Kentucky,42220,,,,THU: 3:00 PM-7:00 PM;,THU: 3:00 PM-7:00 PM;,THU: 3:00 PM-7:00 PM;,THU: 3:00 PM-7:00 PM;,THU: 3:00 PM-7:00 PM;,THU: 3:00 PM-7:00 PM;,THU: 3:00 PM-7:00 PM;,,,-87.15192490000001,36.8093255
1009939,Toledo Farmers' Market,525 Market,Toledo,Lucas,Ohio,43604,SAT: 9:00 AM-1:00 PM;,SAT: 9:00 AM-1:00 PM;,SAT: 9:00 AM-1:00 PM;,SAT: 9:00 AM-1:00 PM;,SAT: 8:00 AM-2:00 PM;,SAT: 8:00 AM-2:00 PM;,SAT: 8:00 AM-2:00 PM;,SAT: 8:00 AM-2:00 PM;,SAT: 8:00 AM-2:00 PM;,SAT: 8:00 AM-2:00 PM;,SAT: 8:00 AM-2:00 PM;,SAT: 9:00 AM-1:00 PM;,-83.542051,41.645297
1008388,Toledo Street Market,Main street,Toledo,Lincoln,Oregon,97391,,,,,,THU: 10:00 AM-3:00 PM;,THU: 10:00 AM-3:00 PM;,THU: 10:00 AM-3:00 PM;,THU: 10:00 AM-3:00 PM;,,,,-123.93731000000001,44.621813
1007370,Tomah Area Farmers Market Association,Holton,Tomah,Monroe,Wisconsin,54660,WED:12:00 PM - 5:00 PM;,WED:12:00 PM - 5:00 PM;,WED:12:00 PM - 5:00 PM;,WED:12:00 PM - 5:00 PM;,WED:12:00 PM - 5:00 PM;,WED:12:00 PM - 5:00 PM;,WED:12:00 PM - 5:00 PM;,WED:12:00 PM - 5:00 PM;,WED:12:00 PM - 5:00 PM;,WED:12:00 PM - 5:00 PM;,WED:12:00 PM - 5:00 PM;,WED:12:00 PM - 5:00 PM;,-90.50399999999999,43.974
1003076,Tomahawk Main Street Farmers' Market,North 3rd Street,Tomahawk,Lincoln,Wisconsin,54487,,,,,,TUE: 9:00 AM-1:00 PM;,TUE: 9:00 AM-1:00 PM;,TUE: 9:00 AM-1:00 PM;,TUE: 9:00 AM-1:00 PM;,TUE: 9:00 AM-1:00 PM;,,,-89.730749,45.471146999999995
1003812,"Tomahawk, Wisconsin Original Farmers' Market",Washington Park between 4th and 5th Streets,Tomahawk,Lincoln,Wisconsin,54487,,,,,,THU:7:30 AM - 1:00 PM;,THU:7:30 AM - 1:00 PM;,THU:7:30 AM - 1:00 PM;,THU:7:30 AM - 1:00 PM;,THU:7:30 AM - 1:00 PM;,,,-89.7285,45.4714
1000078,Tompinks Square Greenmarket,E 7 St. & Ave A,New York,New York,New York,10009,SUN: 9:00 AM-6:00 PM;,SUN: 9:00 AM-6:00 PM;,SUN: 9:00 AM-6:00 PM;,SUN: 9:00 AM-6:00 PM;,SUN: 9:00 AM-6:00 PM;,SUN: 9:00 AM-6:00 PM;,SUN: 9:00 AM-6:00 PM;,SUN: 9:00 AM-6:00 PM;,SUN: 9:00 AM-6:00 PM;,SUN: 9:00 AM-6:00 PM;,SUN: 9:00 AM-6:00 PM;,SUN: 9:00 AM-6:00 PM;,-73.983535,40.726056
1004148,Toms River Farmers Market,East Water Street,Toms River,Ocean,New Jersey,08753,,,,,,WED:11:00 AM - 5:00 PM;,WED:11:00 AM - 5:00 PM;,WED:11:00 AM - 5:00 PM;,WED:11:00 AM - 5:00 PM;,WED:11:00 AM - 5:00 PM;,,,-74.1975,39.9512
1006481,"Torrance Certified Farmers' Market -Tuesday and saturday- 2200 Crenshaw Blvd Torrance,Ca.90501",2200 Crenshaw Blvd,Torrance,Los Angeles,California,90501,TUE:8:00 AM - 1:00 PM;SAT:8:00 AM - 1:00 PM;,TUE:8:00 AM - 1:00 PM;SAT:8:00 AM - 1:00 PM;,TUE:8:00 AM - 1:00 PM;SAT:8:00 AM - 1:00 PM;,TUE:8:00 AM - 1:00 PM;SAT:8:00 AM - 1:00 PM;,TUE:8:00 AM - 1:00 PM;SAT:8:00 AM - 1:00 PM;,TUE:8:00 AM - 1:00 PM;SAT:8:00 AM - 1:00 PM;,TUE:8:00 AM - 1:00 PM;SAT:8:00 AM - 1:00 PM;,TUE:8:00 AM - 1:00 PM;SAT:8:00 AM - 1:00 PM;,TUE:8:00 AM - 1:00 PM;SAT:8:00 AM - 1:00 PM;,TUE:8:00 AM - 1:00 PM;SAT:8:00 AM - 1:00 PM;,TUE:8:00 AM - 1:00 PM;SAT:8:00 AM - 1:00 PM;,TUE:8:00 AM - 1:00 PM;SAT:8:00 AM - 1:00 PM;,-118.32844399999999,33.8249448
1010207,Torrington Farmer's Market,Main Street between 21st and 22nd,Torrington,Goshen,Wyoming,82240,,,,,,,SAT: 7:30 AM-10:30 AM;,SAT: 7:30 AM-10:30 AM;,SAT: 7:30 AM-10:30 AM;,,,,-104.184394,42.06537
1010205,Torrington Farmers Market,4516 US Hwy 26/85,Torrington,Goshen,Wyoming,82240,,,,,,,THU: 3:00 PM-8:00 PM;,THU: 3:00 PM-8:00 PM;,THU: 3:00 PM-8:00 PM;,THU: 3:00 PM-8:00 PM;,,,-104.223495,42.079598
1010784,Tosa Farmers Market,7720 N. Harwood Avenue,Wauwatosa,Milwaukee,Wisconsin,53213,,,,,,SAT: 8:00 AM-12:00 PM;,SAT: 8:00 AM-12:00 PM;,SAT: 8:00 AM-12:00 PM;,SAT: 8:00 AM-12:00 PM;,SAT: 8:00 AM-12:00 PM;,,,-88.00856999999999,43.048852000000004
1008394,Tower District Farmers Market,1201 N. Van Ness Avenue,Fresno,Fresno,California,93728,TUE: 7:00 AM-2:30 PM;THU: 7:00 AM-2:30 PM;SAT: 7:00 AM-2:30 PM;,TUE: 7:00 AM-2:30 PM;THU: 7:00 AM-2:30 PM;SAT: 7:00 AM-2:30 PM;,TUE: 7:00 AM-2:30 PM;THU: 7:00 AM-2:30 PM;SAT: 7:00 AM-2:30 PM;,TUE: 7:00 AM-2:30 PM;THU: 7:00 AM-2:30 PM;SAT: 7:00 AM-2:30 PM;,TUE: 7:00 AM-2:30 PM;THU: 7:00 AM-2:30 PM;SAT: 7:00 AM-2:30 PM;,TUE: 7:00 AM-2:30 PM;THU: 7:00 AM-2:30 PM;SAT: 7:00 AM-2:30 PM;,TUE: 7:00 AM-2:30 PM;THU: 7:00 AM-2:30 PM;SAT: 7:00 AM-2:30 PM;,TUE: 7:00 AM-2:30 PM;THU: 7:00 AM-2:30 PM;SAT: 7:00 AM-2:30 PM;,TUE: 7:00 AM-2:30 PM;THU: 7:00 AM-2:30 PM;SAT: 7:00 AM-2:30 PM;,TUE: 7:00 AM-2:30 PM;THU: 7:00 AM-2:30 PM;SAT: 7:00 AM-2:30 PM;,TUE: 7:00 AM-2:30 PM;THU: 7:00 AM-2:30 PM;SAT: 7:00 AM-2:30 PM;,TUE: 7:00 AM-2:30 PM;THU: 7:00 AM-2:30 PM;SAT: 7:00 AM-2:30 PM;,-119.799153,36.757911
1003993,Tower Grove Farmers' Market,4256 Magnolia Avenue,St Louis,St. Louis City,Missouri,63110,,,,,SAT:8:30 AM - 12:30 PM;,SAT:8:30 AM - 12:30 PM;,SAT:8:30 AM - 12:30 PM;,SAT:8:30 AM - 12:30 PM;,SAT:8:30 AM - 12:30 PM;,SAT:8:30 AM - 12:30 PM;,SAT:8:30 AM - 12:30 PM;,,-90.2592,38.6066
1002152,Tower View Market,215 NE Duval Street,Live Oak,Suwannee,Florida,32060,TUE:8:00 AM - 12:00 PM;FRI:12:00 PM - 6:00 PM;,TUE:8:00 AM - 12:00 PM;FRI:12:00 PM - 6:00 PM;,TUE:8:00 AM - 12:00 PM;FRI:12:00 PM - 6:00 PM;,TUE:8:00 AM - 12:00 PM;FRI:12:00 PM - 6:00 PM;,TUE:8:00 AM - 12:00 PM;FRI:12:00 PM - 6:00 PM;,TUE:8:00 AM - 12:00 PM;FRI:12:00 PM - 6:00 PM;,TUE:8:00 AM - 12:00 PM;FRI:12:00 PM - 6:00 PM;,TUE:8:00 AM - 12:00 PM;FRI:12:00 PM - 6:00 PM;,TUE:8:00 AM - 12:00 PM;FRI:12:00 PM - 6:00 PM;,TUE:8:00 AM - 12:00 PM;FRI:12:00 PM - 6:00 PM;,TUE:8:00 AM - 12:00 PM;FRI:12:00 PM - 6:00 PM;,TUE:8:00 AM - 12:00 PM;FRI:12:00 PM - 6:00 PM;,-82.98136269999999,30.2971641
1008108,Town Center Sunday Farmers' Market,Town Center Blvd,El Dorado Hills,El Dorado,California,95762,,,,,SUN: 8:00 AM-1:00 PM;,SUN: 8:00 AM-1:00 PM;,SUN: 8:00 AM-1:00 PM;,SUN: 8:00 AM-1:00 PM;,SUN: 8:00 AM-1:00 PM;,SUN: 8:00 AM-1:00 PM;,,,-121.06591399999999,38.650811
1003960,Town of English Farmers Market,Town Hall Indiana Avenue,English,Crawford,Indiana,47118,,,,,,SAT:8:30 AM - 1:00 PM;,SAT:8:30 AM - 1:00 PM;,SAT:8:30 AM - 1:00 PM;,,,,,-86.44318,38.35216
1005639,Town of Greenwood Farmers Market,6978 Howell Street,Greenwood/la,Caddo,Louisiana,71033,,,,,,SAT: 8:00 AM-12:00 PM;,SAT: 8:00 AM-12:00 PM;,SAT: 8:00 AM-12:00 PM;,,,,,-93.97445400000001,32.443907
1001804,Town of Halifax Farmers Market,209 South Main Street,Halifax,Halifax,Virginia,24558,SAT: 8:00 AM-1:00 PM;,SAT: 8:00 AM-1:00 PM;,SAT: 8:00 AM-1:00 PM;,SAT: 8:00 AM-1:00 PM;,SAT: 8:00 AM-1:00 PM;,SAT: 8:00 AM-1:00 PM;,SAT: 8:00 AM-1:00 PM;,SAT: 8:00 AM-1:00 PM;,SAT: 8:00 AM-1:00 PM;,SAT: 8:00 AM-1:00 PM;,SAT: 8:00 AM-1:00 PM;,SAT: 8:00 AM-1:00 PM;,-78.92836,36.76317
1010794,Town of Hamilton Farmers Market,114 N. Front Street,Hamilton,Martin,North Carolina,27840,,,,,,,SAT: 10:00 AM-2:00 PM;,SAT: 10:00 AM-2:00 PM;,SAT: 10:00 AM-2:00 PM;,SAT: 10:00 AM-2:00 PM;,SAT: 10:00 AM-2:00 PM;,SAT: 10:00 AM-2:00 PM;,-77.20885600000001,35.943985999999995
1018054,Town of Hillsville Farmers Market,,Hillsville,Carroll,Virginia,24343,,,,,THU: 3:00 PM-7:00 PM;SAT: 9:00 AM-1:00 PM;,THU: 3:00 PM-7:00 PM;SAT: 9:00 AM-1:00 PM;,THU: 3:00 PM-7:00 PM;SAT: 9:00 AM-1:00 PM;,THU: 3:00 PM-7:00 PM;SAT: 9:00 AM-1:00 PM;,THU: 3:00 PM-7:00 PM;SAT: 9:00 AM-1:00 PM;,THU: 3:00 PM-7:00 PM;SAT: 9:00 AM-1:00 PM;,,,-80.737445,36.765817
1003415,Town of Lexington Farmers Market,205 E. Main Street,Lexington,Lexington,South Carolina,29072,,,,,,SAT: 9:00 AM-12:00 PM;,SAT: 9:00 AM-12:00 PM;,SAT: 9:00 AM-12:00 PM;,SAT: 9:00 AM-12:00 PM;,,,,-81.2351235,33.9804636
1005589,Town of Orange Park Farmers' and Art's Market,2042 Park Avenue,Orange Park,Clay,Florida,32073,SUN: 11:00 AM-4:00 PM;,SUN: 11:00 AM-4:00 PM;,SUN: 11:00 AM-4:00 PM;,SUN: 11:00 AM-4:00 PM;,SUN: 11:00 AM-4:00 PM;,,,,SUN: 11:00 AM-4:00 PM;,SUN: 11:00 AM-4:00 PM;,SUN: 11:00 AM-4:00 PM;,SUN: 11:00 AM-4:00 PM;,-81.701868,30.164969
1008198,Town of Pendleton Farmers Market,6570 Campbell Blvd,Pendleton,Niagara,New York,14094,,,,,,THU: 3:00 PM-7:30 PM;,THU: 3:00 PM-7:30 PM;,THU: 3:00 PM-7:30 PM;,THU: 3:00 PM-7:30 PM;,THU: 3:00 PM-7:30 PM;,,,-78.774631,43.107704
1012096,Town of Unicoi Farmers' Market,106 Unicoi Village Place,Unicoi,Unicoi,Tennessee,37692,,,,,,FRI: 8:00 AM-1:00 PM;,FRI: 8:00 AM-1:00 PM;,FRI: 8:00 AM-1:00 PM;,FRI: 8:00 AM-1:00 PM;,FRI: 8:00 AM-1:00 PM;,,,-82.350705,36.207772
1000563,"Town of West Point, Virginia",1000 Chelsea Road,West Point,King William,Virginia,23181,,,,,,SAT: 8:30 AM-12:00 PM;,,,,,,,-76.793868,37.538998
1000411,Towns County Farmers Market,Hwy 76 WeStreet,Hiawassee,Towns,Georgia,30546,,,,,,FRI: 5:30 PM-7:30 PM;SAT: 9:00 AM-1:00 PM;,FRI: 5:30 PM-7:30 PM;SAT: 9:00 AM-1:00 PM;,FRI: 5:30 PM-7:30 PM;SAT: 9:00 AM-1:00 PM;,FRI: 5:30 PM-7:30 PM;SAT: 9:00 AM-1:00 PM;,FRI: 5:30 PM-7:30 PM;SAT: 9:00 AM-1:00 PM;,,,-83.771331,34.963227
1006324,Townshend Farmers Market,6573 Route 30,West Townshend,Windham,Vermont,05359,,,,,,FRI: 4:00 PM-7:00 PM;,FRI: 4:00 PM-7:00 PM;,FRI: 4:00 PM-7:00 PM;,FRI: 4:00 PM-7:00 PM;,FRI: 4:00 PM-7:00 PM;,,,-72.71171700000001,43.084255999999996
1004998,Towson Farmers' Market,10 Alleghany Avenue,Towson,Baltimore,Maryland,21204,,,,,,THU: 11:00 AM-3:00 PM;,THU: 11:00 AM-3:00 PM;,THU: 11:00 AM-3:00 PM;,THU: 11:00 AM-3:00 PM;,THU: 11:00 AM-3:00 PM;,THU: 11:00 AM-3:00 PM;,,-76.6032656,39.401715
1001984,Transylvania Tailgate Association,190 E. Main Street,Brevard,Transylvania,North Carolina,28712,,,,SAT:8:00 AM - 12:00 PM;,SAT:8:00 AM - 12:00 PM;,SAT:8:00 AM - 12:00 PM;,SAT:8:00 AM - 12:00 PM;,SAT:8:00 AM - 12:00 PM;,SAT:8:00 AM - 12:00 PM;,SAT:8:00 AM - 12:00 PM;,SAT:8:00 AM - 12:00 PM;,SAT:8:00 AM - 12:00 PM;,-82.7319,35.232
1006729,TRAVELERS REST COMMUNITY FARMERS MARKET,1 Center Street,Travelers Rest,Greenville,South Carolina,29690,,,,,SAT:9:00 AM - 12:00 PM;,SAT:9:00 AM - 12:00 PM;,SAT:9:00 AM - 12:00 PM;,SAT:9:00 AM - 12:00 PM;,SAT:9:00 AM - 12:00 PM;,,,,-82.4436657,34.9676358
1010767,Traverse Bay Farms Farmers Market,7053 M-88 South,Bellaire,Antrim,Michigan,49615,MON: 8:30 AM-2:30 PM;TUE: 8:30 AM-2:30 PM;WED: 8:30 AM-2:30 PM;THU: 8:30 AM-2:30 PM;FRI: 8:30 AM-2:30 PM;,MON: 8:30 AM-2:30 PM;TUE: 8:30 AM-2:30 PM;WED: 8:30 AM-2:30 PM;THU: 8:30 AM-2:30 PM;FRI: 8:30 AM-2:30 PM;,MON: 8:30 AM-2:30 PM;TUE: 8:30 AM-2:30 PM;WED: 8:30 AM-2:30 PM;THU: 8:30 AM-2:30 PM;FRI: 8:30 AM-2:30 PM;,MON: 8:30 AM-2:30 PM;TUE: 8:30 AM-2:30 PM;WED: 8:30 AM-2:30 PM;THU: 8:30 AM-2:30 PM;FRI: 8:30 AM-2:30 PM;,MON: 8:30 AM-2:30 PM;TUE: 8:30 AM-2:30 PM;WED: 8:30 AM-2:30 PM;THU: 8:30 AM-2:30 PM;FRI: 8:30 AM-2:30 PM;,MON: 8:30 AM-2:30 PM;TUE: 8:30 AM-2:30 PM;WED: 8:30 AM-2:30 PM;THU: 8:30 AM-2:30 PM;FRI: 8:30 AM-2:30 PM;,MON: 8:30 AM-2:30 PM;TUE: 8:30 AM-2:30 PM;WED: 8:30 AM-2:30 PM;THU: 8:30 AM-2:30 PM;FRI: 8:30 AM-2:30 PM;,MON: 8:30 AM-2:30 PM;TUE: 8:30 AM-2:30 PM;WED: 8:30 AM-2:30 PM;THU: 8:30 AM-2:30 PM;FRI: 8:30 AM-2:30 PM;,MON: 8:30 AM-2:30 PM;TUE: 8:30 AM-2:30 PM;WED: 8:30 AM-2:30 PM;THU: 8:30 AM-2:30 PM;FRI: 8:30 AM-2:30 PM;,MON: 8:30 AM-2:30 PM;TUE: 8:30 AM-2:30 PM;WED: 8:30 AM-2:30 PM;THU: 8:30 AM-2:30 PM;FRI: 8:30 AM-2:30 PM;,MON: 8:30 AM-2:30 PM;TUE: 8:30 AM-2:30 PM;WED: 8:30 AM-2:30 PM;THU: 8:30 AM-2:30 PM;FRI: 8:30 AM-2:30 PM;,MON: 8:30 AM-2:30 PM;TUE: 8:30 AM-2:30 PM;WED: 8:30 AM-2:30 PM;THU: 8:30 AM-2:30 PM;FRI: 8:30 AM-2:30 PM;,-85.192335,44.931633000000005
1003074,Tremont Farmers' Market,Lincoln Park West 14th Street between Starkweather Avenue and Kenilworth Avenue,Cleveland,Cuyahoga,Ohio,44113,,,,TUE: 4:00 PM-7:00 PM;,TUE: 4:00 PM-7:00 PM;,TUE: 4:00 PM-7:00 PM;,TUE: 4:00 PM-7:00 PM;,TUE: 4:00 PM-7:00 PM;,TUE: 4:00 PM-7:00 PM;,TUE: 4:00 PM-7:00 PM;,,,-81.690903,41.478361
1003213,Trenton Farmers Market,"Veterans Park, Downtown",Trenton,Dade,Georgia,30752,,,,,SAT:9:00 AM - 12:00 PM;,SAT:9:00 AM - 12:00 PM;,SAT:9:00 AM - 12:00 PM;,SAT:9:00 AM - 12:00 PM;,SAT:9:00 AM - 12:00 PM;,SAT:9:00 AM - 12:00 PM;,SAT:9:00 AM - 12:00 PM;,,-85.50954399999999,34.874891999999996
1005287,Trenton Farmers' Market,Route 365,Holland Patent,Oneida,New York,13354,,,,,,SAT: 9:00 AM-1:00 PM;,SAT: 9:00 AM-1:00 PM;,SAT: 9:00 AM-1:00 PM;,SAT: 9:00 AM-1:00 PM;,SAT: 9:00 AM-1:00 PM;,,,-75.25660500000001,43.240638
1000079,Tribeca Greenmarket,Greenwich & Chambers,New York,New York,New York,10007,WED: 8:00 AM-3:00 PM;SAT: 8:00 AM-3:00 PM;,WED: 8:00 AM-3:00 PM;SAT: 8:00 AM-3:00 PM;,WED: 8:00 AM-3:00 PM;SAT: 8:00 AM-3:00 PM;,WED: 8:00 AM-3:00 PM;SAT: 8:00 AM-3:00 PM;,WED: 8:00 AM-3:00 PM;SAT: 8:00 AM-3:00 PM;,WED: 8:00 AM-3:00 PM;SAT: 8:00 AM-3:00 PM;,WED: 8:00 AM-3:00 PM;SAT: 8:00 AM-3:00 PM;,WED: 8:00 AM-3:00 PM;SAT: 8:00 AM-3:00 PM;,WED: 8:00 AM-3:00 PM;SAT: 8:00 AM-3:00 PM;,WED: 8:00 AM-3:00 PM;SAT: 8:00 AM-3:00 PM;,WED: 8:00 AM-3:00 PM;SAT: 8:00 AM-3:00 PM;,WED: 8:00 AM-3:00 PM;SAT: 8:00 AM-3:00 PM;,-74.010994,40.71630089999999
1011604,Tricycle Gardens Four Season Farmers' Market,"31st Street Baptist Church, 823 North 31st Street",Richmond,Richmond,Virginia,23223,,,,,,,,,,,,,-77.4082803,37.533218
1004959,TRILOGY @ VISTANCIA COUNTRY CLUB PEORIA MARKET,27980 N Trilogy Blvd,Peoria,Maricopa,Arizona,85383,SAT: 10:00 AM-2:00 PM;,SAT: 10:00 AM-2:00 PM;,SAT: 10:00 AM-2:00 PM;,SAT: 10:00 AM-2:00 PM;,SAT: 10:00 AM-2:00 PM;,,,,,SAT: 10:00 AM-2:00 PM;,SAT: 10:00 AM-2:00 PM;,SAT: 10:00 AM-2:00 PM;,-112.3357185,33.744066700000005
1012217,Trinidad Community Farmers Market,"Cimino Park , Modica Drive and Convent Street",Trinidad,Las Animas,Colorado,81082,,,,,,SAT: 8:00 AM-12:00 PM;,SAT: 8:00 AM-12:00 PM;,SAT: 8:00 AM-12:00 PM;,SAT: 8:00 AM-12:00 PM;,SAT: 8:00 AM-12:00 PM;,,,-104.5047614,37.1656945
1005385,Trinity 7th St. Moline Farmers Market,500 John Deere Road,Moline,Piatt,Illinois,61265,,,,,SAT:8:00 AM - 12:00 PM;,SAT:8:00 AM - 12:00 PM;,SAT:8:00 AM - 12:00 PM;,SAT:8:00 AM - 12:00 PM;,SAT:8:00 AM - 12:00 PM;,SAT:8:00 AM - 12:00 PM;,,,-89.2038,40.064
1004157,Trinity Farmers' Market,4500 Utica Ridge Road,Bettendorf,Scott,Iowa,52722,,,,,MON: 3:00 PM-6:00 PM;,MON: 3:00 PM-6:00 PM;,MON: 3:00 PM-6:00 PM;,MON: 3:00 PM-6:00 PM;,MON: 3:00 PM-6:00 PM;,MON: 3:00 PM-6:00 PM;,,,-90.517945,41.565195
1011543,Trinity United Church of Christ Farmer's Market,"95th and Normal, Chicago, Illinois",Chicago,Cook,Illinois,60628,,,,,,,SAT: 8:00 AM-1:00 PM;,SAT: 8:00 AM-1:00 PM;,SAT: 8:00 AM-1:00 PM;,,,,-87.6358799,41.720649
1002713,Troostwood Youth Garden Market,5142 Paseo in Kansas City MO,Kansas City,Jackson,Missouri,64110,,,,,FRI:5:00 PM - 8:00 PM;SAT:8:00 AM - 2:00 PM;,FRI:5:00 PM - 8:00 PM;SAT:8:00 AM - 2:00 PM;,FRI:5:00 PM - 8:00 PM;SAT:8:00 AM - 2:00 PM;,FRI:5:00 PM - 8:00 PM;SAT:8:00 AM - 2:00 PM;,FRI:5:00 PM - 8:00 PM;SAT:8:00 AM - 2:00 PM;,FRI:5:00 PM - 8:00 PM;SAT:8:00 AM - 2:00 PM;,,,-94.5679,39.0328
1012290,Trout Creek Farmers Market,Trout Creek Park,Trout Creek,Sanders,Montana,59874,,,,,,,WED: 4:00 PM-6:00 PM;,WED: 4:00 PM-6:00 PM;,WED: 4:00 PM-6:00 PM;,,,,-115.58796799999999,47.832475
1002041,Troutdale Farmers and Artists Market,551 E.Columbia River Highway,Troutdale,Multnomah,Oregon,97060,,,,SAT: 10:00 AM-3:00 PM;,SAT: 10:00 AM-3:00 PM;,SAT: 10:00 AM-3:00 PM;,SAT: 10:00 AM-3:00 PM;,SAT: 10:00 AM-3:00 PM;,SAT: 10:00 AM-3:00 PM;,SAT: 10:00 AM-3:00 PM;,,,-122.385279,45.540557
1018436,Troy Waterfront Farmers Market,River Street at Monument Square,Troy,Rensselaer,New York,12181,SAT: 9:00 AM-2:00 PM;,SAT: 9:00 AM-2:00 PM;,SAT: 9:00 AM-2:00 PM;,SAT: 9:00 AM-2:00 PM;,SAT: 9:00 AM-2:00 PM;,SAT: 9:00 AM-2:00 PM;,SAT: 9:00 AM-2:00 PM;,SAT: 9:00 AM-2:00 PM;,SAT: 9:00 AM-2:00 PM;,SAT: 9:00 AM-2:00 PM;,SAT: 9:00 AM-2:00 PM;,SAT: 9:00 AM-2:00 PM;,-73.69249620000001,42.731157200000006
1018040,Truckee Community Farmers Market,12047 Donner Pass Road,Truckee,Nevada,California,96161,,,,,,SUN: 10:00 AM-2:00 PM;,SUN: 10:00 AM-2:00 PM;,SUN: 10:00 AM-2:00 PM;,SUN: 10:00 AM-2:00 PM;,,,,-120.22250700000001,39.325129
1002618,Trumansburg Farmers Market,"Corner of Route 96 and Route 227, aka Main Street. and Hector Street",Trumansburg,Tompkins,New York,14886,,,,,WED: 4:00 PM-7:00 PM;,WED: 4:00 PM-7:00 PM;,WED: 4:00 PM-7:00 PM;,WED: 4:00 PM-7:00 PM;,WED: 4:00 PM-7:00 PM;,WED: 4:00 PM-7:00 PM;,,,-76.666375,42.542072
1012516,Truro Educational Farmers' Market,,Truro,Barnstable,Massachusetts,02666,,,,,,MON: 8:00 AM-12:00 PM;,MON: 8:00 AM-12:00 PM;,MON: 8:00 AM-12:00 PM;,,,,,-70.04901070000001,41.99477
